apparent_wind_speed,alpha_deg,main_CL,main_CD,main_L,main_D,main_S,main_AR,back_CL,back_CD,back_L,back_D,back_S,back_AR
5.5,11.0,0.7824567290368509,0.09598287534777067,4.900140155947836,0.9580972938484423,0.338,5.0,0.7526874486111336,0.05467628855706361,0.8107162602355603,0.07893561406542496,0.05813300025000001,5.0
5.5,12.0,0.8525903152770479,0.10328310332342094,5.339352178111984,1.003815017172377,0.338,5.0,0.8186201002665314,0.06127169952769135,0.8817320223239404,0.0860395015112569,0.05813300025000001,5.0
5.5,13.0,0.922464194247983,0.11117909479282038,5.776937781879209,1.0532637130994376,0.338,5.0,0.8838983792816277,0.06834693101636376,0.9520429625892323,0.09366020147560666,0.05813300025000001,5.0
5.5,14.0,0.9920570816892392,0.11966122970664785,6.212763674435623,1.1063831360106253,0.338,5.0,0.9484663194762357,0.07587890777655368,1.02158880011087,0.10177285971438788,0.05813300025000001,5.0
5.5,15.0,1.06134777893314,0.12871917389008353,6.646697098992409,1.1631085680715425,0.338,5.0,1.0122676493662934,0.08384285782143425,1.090308925126859,0.11035079443218078,0.05813300025000001,5.0
6.0,-15.0,-1.06134777893314,0.1262922397621858,-7.9101188616108,1.3480199259565642,0.338,5.0,-1.0120270187658753,0.08301959443459428,-1.2972492809150609,0.12925574338796236,0.05813300025000001,5.0
6.0,-14.0,-0.9920570816892392,0.11723429557875006,-7.393702224121731,1.2805119737518362,0.338,5.0,-0.9482570922326711,0.07506139058536236,-1.2155069066451667,0.11905465781479163,0.05813300025000001,5.0
6.0,-13.0,-0.922464194247983,0.10875216066492263,-6.875033393310793,1.2172954704525716,0.338,5.0,-0.8837183009116556,0.06753441362555343,-1.1327789763825824,0.10940633295041834,0.05813300025000001,5.0
6.0,-12.0,-0.8525903152770477,0.10085616919552316,-6.354270360728309,1.1584474356302843,0.338,5.0,-0.8184669330139749,0.06046348322966234,-1.0491376421944751,0.10034258346410921,0.05813300025000001,5.0
6.0,-11.0,-0.7824567290368512,0.09355594121987294,-5.831571755838748,1.104039566550561,0.338,5.0,-0.7525589477535468,0.053871721533564565,-0.964654634428622,0.09189304806469462,0.05813300025000001,5.0
6.0,-10.0,-0.7120847988971614,0.08686037094124635,-5.3070967977006545,1.0541381508209846,0.338,5.0,-0.686050060599483,0.047780525459112294,-0.8794013709927471,0.08408515402533213,0.05813300025000001,5.0
